entities,label
orion pharma operating profit increase,2
return investment compare negative,2
profitability ebit compare previous year period,2
adp news oct finnish food company raisio oyj omx raivv today net profit jump eur million usd month eur million period,2
stock trade map day map sek high day map sek bullish indicator,2
operate profit kauppalehti group rise eur eur marketplace eur eur quarter,2
ebit exclude non recur item total eur eur,2
operating profit net sale month period increase respectively eur eur compare corresponding period,2
ruukki forecast annual sale growth positive pretax result,2
export grow percent million liter,2
fair value company investment property grow eur billion end march eur million year ago,2
company marketing sale investment initiate efficient,2
circulation revenue increase finland sweden,2
policy aim company profitable competitive,2
transaction real sappi sign long term agreement supply pulp bctmp small service supply,2
pretax profit group life insurance business increase eur million eur million,2
price raw material aluminium end company consider outlook favourable,2
skf april alandsbanken buy recommendation swedish industrial company skf sto skf share price target sek,2
dilute earning share eps rise eur versus eur,2
operating loss eur compare loss eur second quarter,2
september finnish stationery gift retailer tiimari hel tii today net sale rise year year eur august drive growth finland demand baltic remain weak,2
eps outlook increase pct pct,2
lithuanian beer maker sell million liter beer rise cent year early figure million liter,2
net sale surge eur million,2
vaahto pulp paper finnish vaahto group award order renovate finnish swedish forest industry company stora enso paperboard machine ingerois board mill finland,2
progress group qpr representative saudi arabia north africa sign framework agreement long term strategic relationship ise,2
scania morgan stanley lift share target swedish heavy duty truck bus maker scania crown euro crown euro,2
quarterly dilute continue operation come eur compare year eur,2
finnish liquid handling product diagnostic test system maker biohit oyj hel biobv today net loss narrow eur usd quarter eur period,2
market share rise percent percent year early,2
profit taxis eur eur year early,2
stora enso quarter pre tax profit double eur,2
london afx share rautaruukki corp upgrade hold sell abn amro price target raise eur dealer,2
upm kymmene upgrade line underperform goldman sach,2
company operate profit eur versus operating loss eur turn eps eur versus loss share eur,2
plan estimate generate eur million usd cost saving annual basis,2
demand sport equipment good,2
pretax profit rise eur eur corresponding period,2
sport equipment sale progress owe prolonged winter season,2
operating profit rise eur eur corresponding period,2
customer satisfied basware invoice automation solution extend implementation new geography,2
basware ceo ilkka sihvo comment conjunction interim report basware succeed second quarter,2
operate income rise eur eur,2
tele affarsvarlden buy recommendation mobile operator tele share price target crown euro,2
soapstone deposit medvezhyegorsk area expect increase tulikivi current reserve considerably,2
january traffic measure revenue passenger kilometre rpk capacity measure available seat kilometre ask rise,2
finnish high technology provider vaahto group report net sale eur accounting period september february increase year early,2
company operate income ebit total eur eur year year,2
foundry division report sale increase eur eur corresponding period sale machine shop division increase eur eur corresponding period,2
department store division report increase sale cent,2
sale volume food industry expect remain relatively good level finland scandinavia atria,2
company expect net sale significantly increase,2
fourth quarter orion net profit year year eur,2
month company net loss narrow eur eur million corresponding period,2
group strong global position fishing category,2
production capacity increase tonne year raw material continue recycle paper board,2
operate profit total eur eur,2
original componenta subsidiary finnish componenta group change component company growth comparison,2
china base operation enable fully leverage resource expertise wireless solution strengthen capability offer industry lead product customer china,2
finnish oko bank sign cooperation agreement raiffeisen concern finnish company investment russia,2
year sysopen digia invest ibm product know building portal trading place system successfully implement customer solution support,2
earning share eps eur loss eur,2
revenue grow percent million million million,2
net interest income increase eur eur,2
finnish rautaruukki award contract supply install steel superstructure partihallsf ârbindelsen bridge gothenburg sweden,2
profit share eur eur,2
end review period nordic aluminium order book stand eur compare eur,2
operate profit total eur slightly eur corresponding period,2
digia consolidated net sale january june eur period eur,2
increase estimate sale million year,2
finnish cargotec kalmar receive significant order department defense,2
diluted loss share narrow eur eur,2
growth net sale continue favourably middle east africaand asia pacific,2
finnish office supply computer accessory dealer beltton group plc net profit rise mln euro mln mln euro mln,2
olvi expect sale market share increase quarter,2
turnover rise eur eur,2
finnish silicon wafer technology company okmetic oyj omx helsinki okm report thursday october operating profit eur january september eur corresponding period,2
elisa mobile subscription grow percent mainly customer adopt generation mobile technology,2
bank potential getinge share rise,2
uponor operating profit eur eur record year,2
finlan list food industry company hkscan group control company baltic improve revenue eur eur eur year,2
moderate significant change result significant reduction estimate cvd risk,2
finnish kci konecrane raise net sale growth estimate,2
chain post sale million euro rise percent year year,2
location mall convenient place shop consumer large residential area nearby jaroszowka wysockiego zgody,2
accord vike line manage director nils erik eklund company board director satisfied vike line performance,2
april finnish forest machinery equipment maker ponsse oyj hel pon today expect swing net profit eur quarter eur loss year early,2
operating profit rise eur eur corresponding period,2
nordea return positive growth baltic country,2
fiskar year old global business know orange handle scissor expect derive synergy eur million year consolidate certain houseware division compete,2
eps continue operation come eur,2
january ephc board director approve increase quarterly dividend share,2
operate profit month period increase eur revenue increase eur compare corresponding period,2
operating profit rise mln eur mln,2
result company currently anticipate net sale increase operating result positive,2
earning share quarter come eur eur quarter year early,2
combine deep domain expertise application service management asm outsourcing service offering prove win combination,2
rationalization operation seek achieve eur million yearly saving second quarter current financial year,2
narrow eur october finnish software hardware developer elektrobit oyj hel ebg today net loss narrow eur month eur period year ago,2
sale improve sek compare sek,2
month company net profit rise eur eur corresponding period,2
helsinki base company salomon atomic suunto brand net profit rise percent month dec million million million year early,2
company expect net sale increase,2
profit period total eur eur corresponding period,2
deal likely bring saving eur,2
adp news feb finnish management software solution provider ixono oyj hel xns today net profit rise eur million usd eur million,2
consolidated net sale increase reach eur operating profit eur compare loss eur prior year period,2
operate profit improve eur eur,2
reporting period net sale rise year year eur business acquisition realize half effect eur review period,2
section regional news demand finnair asian traffic measure passenger kilometer august compare year,2
line stone sale good early autumn order book strong end year,2
operate profit improve eur eur,2
operating result include non recur item rise eur loss eur,2
basware corporation stock exchange release august basware sign large deal international industrial group basware deliver invoice automation solution connectivity service international industrial group,2
extremely delighted project continuation cooperation vike line,2
adp news feb finnish computer service company proha oyj hel art today net loss narrow eur usd eur million,2
operating profit net sale month period increase respectively eur eur compare corresponding period,2
quarter net sale increase eur operating profit eur,2
operate profit sale month period increase respectively eur eur compare corresponding period,2
productional situation improve,2
bring cost saving eur year,2
finnish silicon wafer technology company okmetic oyj omx helsinki okm report thursday august operating profit eur period january june eur corresponding period,2
bilfinger investor cheer agreement push share euro euro afternoon trade,2
profit period eur eur,2
new factory working model reorganisation decrease nokian tyre cost factory eur million usd,2
operating profit net sale month period increase respectively eur eur compare corresponding period,2
operating profit rise eur million,2
olvi control percent stake ragutis coq annual report publish early year lithuanian brewery sale reach million euro year rise percent million euro,2
fair value investment property total eur eur,2
adp news feb finnish fishing tackle company rapala vmc corp hel rap today net profit rise eur million usd eur million,2
mika stahlberg secure lab excited proud secure recognize comparative product year,2
finnish metal industry solution supplier outotec oyj net profit rise mln euro mln month mln euro mln period,2
revenue time grow percent million euro,2
second quarter group pretax loss narrow eur eur,2
cargo volume increase approximately,2
earning share quarter high year year eur versus market expectation eur,2
sale result gain eur million second quarter oriola support finnish company strategy focus pharmaceutical wholesale retail operation,2
vacon cash flow operation grow eur eur year ago,2
ebit exclude non recur item estimate increase,2
operating profit rise eur eur,2
combine producer create strong base fertilizer industry capable meet global competition add,2
operate profit increase eur eur,2
operating profit rise eur eur year early,2
operating profit eur loss eur year early,2
operate profit margin increase,2
company estimate net sale increase considerably operate result clearly positive,2
company turn earning share eps eur versus loss share eur,2
cost cutting measure produce eur saving past month dampen airline loss finnair,2
broker outperform recommendation stock,2
kone net sale rise year year month,2
finnish software developer solution oyj net profit increase mln euro mln mln euro mln,2
marimekko group year net sale estimate increase,2
satama net sale high year,2
year net sale expect increase approximately company,2
finnish bore rettig family grow recently acquisition small shipping company,2
finnish construction group lemminkainen oyj hel lem today win contract provide technical service nevsky centre shopping mall open november petersburg russia,2
bank àland net interest income increase eur eur,2
outotec win new order worth mln eur quarter compare mln eur year early,2
operating profit rise eur eur corresponding period,2
megafon subscriber base increase million user december market share number customer late late accord teliasonera estimate,2
end march group order book eur corresponding period,2
second quarter raute net loss narrow eur eur million period,2
finnish sampo bank danish danske bank group report profit taxis eur eur,2
operate profit improve eur,2
biohit estimate total net sale continue grow favourable trend net sale lead profit,2
share nokia corp rise thursday cell phone maker quarter earning double share global handset market increase,2
equity ratio compare quarter net sale frozen food business total eur quarter,2
india trade russia currently stand billion dollar grow cent fiscal,2
passenger volume rise accounting period,2
revenue july september grow percent euro billion finnish company thursday,2
helsinki afx outokumpu technology unit win mln eur contract bosnia herzegovina aluminij mostar upgrade anode plant,2
december finnish german telecom equipment maker nokia siemens network today win contract upgrade radio network home base telecommunication company elisa oyj hel eli,2
finnish airline finnair win deal public sector official airline flight london heathrow osaka japan flight manchester helsinki finland,2
finnish pharmaceutical company orion report profit taxis eur quarter eur corresponding period,2
finnish cutlery hand tool maker fiskar oyj abp hel fisas today net profit rise eur million usd quarter eur million year early,2
financial report publish friday seb net profit soar sek year early sek propose dividend increase sek share,2
finnish swedish tietoenator expand business quickly russia,2
operate profit total eur loss eur fourth quarter,2
financial impact estimate annual improvement eur division result fiscal year,2
operating profit rise eur eur corresponding period,2
restructuring create efficient organization increase operational focus stable profitability lead efficient production annvik head specialty stainless,2
net income life insurance rise eur eur net income non life insurance eur eur,2
ruukki order book end year year quarter quarter,2
measure expect produce annual cost saving eur million start,2
earning share eps rise eur eur,2
comparable operating profit total eur eur,2
october finnish wood product technology supplier raute oyj hel rutav today swing net profit eur month versus net loss eur period year early,2
company garden tool scissor consumer good earning boost mln eur income receive pct shareholding finnish engineering group wartsila,2
january september fiskar net profit year year eur million net sale eur million eur million,2
loss quarter eur small loss second quarter,2
brewery record percent growth domestic beer sale year million liter million liter sell,2
raute win order worth mln eur supply plywood production line mill operate russian wood product company sveza group,2
quarter good quarter net sale operate margin rise,2
operate profit improve eur,2
separate business able fast expand develop tapro retail network,2
aim annual improvement ruukki construction operating profit eur million usd start,2
revenue july september grow percent euro million year early company thursday,2
finland lead metal group outokumpu fourth quarter net profit triple strong global demand stainless steel soar base metal price proceed sale technology unit,2
advertising circulation revenue grow respectively,2
adp news feb finnish print circuit board pcb maker aspocomp group oyj hel acg today swing net profit eur usd versus net loss eur million,2
nokia pct eur kick morning negative territory,2
suominen corporation estimate cost cutting program start autumn high sale price expect growth volume wet wipe company operation profitable,2
manavigator september kemira unveil indian ivrcl finnish chemical group kemira hel kra tuesday announce ink deal form joint venture india local construction firm ivrcl infrastructure project ltd bom,2
svytury utenos alus control nordic group baltic beverage hold bbh post cent growth beer sale january million litre,2
turn earning share eps eur versus loss share eur,2
net sale increase eur april june eur year early,2
significant milestone benefon help secure critical usp personal navigation product roadmap comment simon button chief technology officer benefon,2
january september finnlines net sale rise eur eur corresponding period,2
ruukki delivery volume sell price favourable development company comparable net sale grow year year eur ceo sakari tamminen,2
cision sale return operation profitability,2
net sale revenue passenger expect increase,2
net sale increase eur eur pretax profit rise eur eur usd,2
operate profit turnover month period increase respectively eur eur compare corresponding period year ago,2
sweden operating profit period review total eur corresponding period,2
share standard chartered stan rise ftse royal bank scotland rbs share rise barclay share barc bcs,2
key shareholder finnish service provider tietoenator oyj friday reject hostile eur billion billion offer buyout shop nordic capital new life possible counter offer blackstone group norwegian telecom telenor asa,2
london lead share today jump point market open,2
operating profit net sale month period increase respectively eur eur compare financial year,2
strengthen ruukki offshore business,2
delighted morna cowie owner double size current shop lovely feel,2
passenger relate revenue rise eur eur,2
reporting period company operating profit grow eur million,2
net sale vegetable oil business rise eur eur,2
eps quarter come eur eur year ago ahead forecast eur,2
july finnish steel maker rautaruukki oyj hel rtrk ruukki today turn net profit eur second quarter net loss eur corresponding period year,2
dilute earning share eps rise eur eur,2
long unprofitable period food division post profitable result speak healthy cost structure new approach business operation rihko,2
company paper demand increase main market include publication paper increase average paper price percent compare year,2
addition cramo peab sign exclusive year rental agreement finland extend exist rental agreement swedish market year,2
profit period eur compare eur,2
finnish bank àland report operating profit rise eur second quarter eur corresponding period,2
finnish financial group aktia operating profit increase eur eur,2
year company raise turnover approximately million lita eur mln million lita,2
global sport equipment maker amer sport corp brand include atomic salomon wilson percent increase quarter net profit euro million million strong sale cost cut,2
growth net sale half compare half,2
net interest income eur eur,2
end number outlet rise,2
finnish electrical component maker salcomp hel sal today turn net profit eur quarter versus loss eur corresponding period year,2
robust growth result inclusion clothing chain lindex group december,2
finnish lifting equipment maker konecrane oyj july net profit rise mln euro mln half mln euro mln period,2
pretax profit rise eur eur corresponding period,2
net sale rise year year eur number charger deliver million piece,2
tiimari latvian representative ineta zaharova company earn lvl profit time,2
lithuania operating profit rise eur eur corresponding period,2
sale rise export market,2
finnish flexible packaging manufacturer suominen corporation report net sale eur quarter compare eur year early,2
fiskar brand report net sale eur eur,2
pretax profit rise eur eur,2
ramirent net sale second quarterended june euro million million percent increase compare euro million thesecond quarter year,2
eur finnish textile clothing design company marimekko oyj hel mmo today net profit rise eur quarter eur corresponding period year early,2
operating profit rise eur eur corresponding period,2
revenue grow percent euro million million euro million,2
brokerage true turning point european steel base price pricing carry second quarter,2
finland base elcoteq privately hold provider electronic manufacturing service communication company thursday sign long term manufacture supply deal communication equipment company andrew corp,2
adjust change group structure division net sale increase,2
dilute eps rise eur eur,2
month talvivaara net loss narrow eur million eur million period,2
finnish consultancy satama interactive oyj post net profit mln euro mln month compare net loss euro period,2
pre tax loss total eur compare loss eur quarter,2
order intake grow year year year year respectively eur million eur billion respective january september july september period,2
raute post net profit mln euro mln quarter compare net loss euro corresponding period,2
return equity stand compare quarter,2
cost saving rise mln eur year oko,2
proportion pay standing order grow,2
disposal autotank strengthen aspo capital structure comment gustav nyberg ceo aspo,2
recommendable nokian accord adac judgement late summer tyre test german automobile association adac,2
kesko car import retailing business auto sale grow pct,2
net sale total eur eur corresponding period,2
september finnish waste management recycle company lassila tikanoja expand operation russia introduce recently complete recycling plant city dubna near moscow,2
operating profit rise eur eur corresponding period represent net sale,2
commission income rise eur eur,2
economic occupancy rate sponda property portfolio rise,2
operating profit net sale month period increase respectively compare corresponding period,2
finnish metso paper award contract rebuild sabah forest industry sfi pulp mill sabah malaysia,2
investor continue interested company share cheap affarsvarlden,2
stock rise second day wednesday bring day rise gbx,2
ebit margin,2
agreement strengthen long term partnership nokia siemens network,2
merrill lynch analyst campbell morgan upgrade recommendation paperlinx neutral buy,2
company aim annual saving eur main expect realize year,2
company net profit rise year million euro sale million euro year company early,2
rautaruukki construction group yit award mln eur contract supply steel structure new bridge span kemijoki river northern finland,2
australian company mirabela nickel award outokumpu technology contract grind technology nickel sulfide project bahia state brazil,2
operating profit eur eur,2
london marketwatch nokia nok win year service contract run hutchison essar network operation location india,2
efore result quarter fast improvement company manage source component,2
sale return growth april june ceo pekka eloholma,2
russian export duty activate harvesting finland sale russia increase,2
fair value property portfolio double result kapiteeli acquisition total eur million,2
satama net profit quarter rise euro euro period,2
cash flow operation rise eur eur,2
finnish energy company fortum oyj november grant environmental permit build biofuel fire combine heat power chp plant vartan harbor eastern stockholm,2
method cut working cost fasten planning building process,2
unit cost flight operation fall percent,2
finnish pulp paper machinery maker vaahto group oyj swing mln euro mln net profit fiscal end august euro net loss fiscal,2
succeed increase market share sell apartment comment kari kauniskangas head yit international construction service,2
dilute earning share eps rise eur eur,2
january finnish metal product company componenta oyj hel cth yesterday net loss narrow eur quarter eur period year early,2
neste oil board propose eur dividend year compare eur year ago,2
company net profit,2
performance second half exceed expectation,2
january finnish solution provider affecto oyj hel afe today win eur usd contract state lithuanian social insurance institution sodra,2
acquisition considerably increase kemira sale market position russian metal industry coating market,2
vacon control company investment fund power fund eur usd,1
tikkurila powder coating employee paint plant generate revenue eur usd,1
sanoma learn literature offer print digital learning material present country,1
rapala aim distribution unit ragot loudeac bretagne distribution unit waterqueen fishing line supplier tortue saint marcel central france morvillar,1
glaston glass processing unit tamglass glass processing manufacturer high quality safety glass product operate finland,1
financial detail reveal,1
spokesperson tell wwd expect mix clothing home decor,1
operative finland sweden latvia russia norway,1
serve customer locally cornerstone customer focus,1
business area operation finland sweden denmark estonia latvia lithuania,1
london afx european broker recommendation issue today collate afx news range market source,1
divested activity net sale eur million operate profit eur million,1
sink depth metre fix mud vacuum,1
veidekke headquarter oslo norway scandinavian construction property development group employee norway sweden denmark annual turnover nok,1
construction expect complete summer,1
total surveillance camera handle manage accord variety need company,1
divested company tietoenator business area government manufacturing retail,1
board establish remuneration committee follow member sari baldauf chairman tapio hintikka heikki westerlund addition board decide appoint nomination committee later stage,1
change build model design communicate subcontractor accommodate steel grc fabrication process,1
estimate value deal usd million,1
retail chain suoman ñhikauppa index airline sas teliasonera broadband german retail chain lidl tele finland mobile subscription tallink shipping line power company helsinki energy,1
transaction plan finance eur market base loan grant standard chartered bank hong kong,1
tekla group net sale approximately million euro operate result million euro,1
adjustment concern staff specialty paper fiber composite segment,1
value order eur,1
okhta center area expect square metre office premise,1
asset management expert manage asset worth eur billion,1
china unicom nyse chu hkse shse second large mobile carrier country,1
recent technology delivery include refinery technology anrak aluminium iron ore pelletize plant tata steel iron ore sinter plant bhushan steel,1
contract cover manufacture surface treatment installation steel structure,1
marubeni group focus create value chain upstream downstream encompass wide variety business field include oil gas metal mineral resource food pulp paper chemical,1
raisio site main production plant company headquarters,1
relate link flexiblebaseloadoperation thewartsila generate set gasconversion short version press release,1
order worth eur,1
transaction tikkurila powder coating relate operation,1
company palm oil altogether,1
finnish publishing printing group ilkka yhtym introduce staff smoking ban beginning company newspaper,1
skogster currently serve manager responsible abb system module low voltage drive,1
operate distinct brand united supermarkets market street united supermercado,1
accordance term condition alma medium option program share subscription price option right eur share book countervalue eur share,1
headquarter city company nearly year old focus science base innovation technology environmental measurement,1
situation control,1
tekla organize information meeting analyst medium wtc helsinki marski meeting room aleksanterinkatu day light lunch serve,1
equipment vaahto plant hollola finland delivery schedule quarter,1
cargotec business area include container handling solution business area kalmar marine cargo handling offshore load handle solution business area macgregor,1
provide heating form hot water sawmill need,1
offering cover localisation service relate production transfer finnish company customer production asian market decision transfer production,1
company publish financial statement february,1
value multi year agreement eur year,1
responsible operation customer relationship development,1
use control speed electric motor use industry municipal engineering power generation use renewable energy,1
passenger tunnel expect operation,1
combine value order eur,1
contract value eur company add,1
include software development internet mobile telephone content communication value add software financial service security application system integration electronic ebrd inform,1
total subscription price record fund invest non restrict equity,1
delivery schedule summer autumn,1
combined company pro forma net sale mln euro mln operate profit mln euro mln,1
expect complete end,1
transaction tikkurila powder coating relate operation company,1
digia set subsidiary digia norway digia usa inc,1
finnish stockmann group mail order unit hobby hall launch trial marketing campaign russia,1
inventor ridge justin bao yiliang karczewicz marta,1
huhtamaki rigid plastic consumer good operation mainly europe separate new reporting segment january,1
group business sector build construction infrastructure construction technical building service building product,1
yvonne jones owner chameleon interior,1
decision sale issue exist treasury share global,1
agreement approve russian competition authority enter force,1
copyright afx news afx financial news logo register trademark afx news limit,1
change holding accordance chapter section finnish security market act describe,1
huge bridge girder deliver site plant ylivieska finland,1
reduction conclude autumn,1
capman investment area capman buyout capman technology capman life science capman real estate dedicated team,1
currently operate fleet carrier pusher barge,1
ruokatalo produce turkey product cold cut,1
process technology project management basic engineering quality assurance forest industry consolidate vantaa southern finland,1
dopplr dopplr service smart traveller,1
november finnish paint coating company tikkurila oyj hel tik today finnish state investment company solidium sell stake company total eur,1
tampere science park finnish company lease build office property specialise facility technology orient business,1
jon risfelt year old hold master science chemical engineering swedish royal institute technology,1
currency conversion base exchange rate time deal,1
new sepa cad replace finnish bank card,1
trading new share right dividend distribution fund start exchange helsinki tomorrow,1
electronic version require hour copy customize client digital control custom watermark,1
total donation eur,1
kesko previously publish stock exchange release concern deal february,1
writing publication lemmink ñinen history continuation early collaboration antti tuuri company,1
alma medium hold company remain share company key employee,1
solteq service company operate petersburg area include maintenance material management system datum collection solution,1
nordstjernan use option buy stake salcomp share vote,1
company distribute dividend,1
share subscription period expire september,1
gross area house,1
incap headquarter oulu finland electronics contract manufacturer employee finland estonia india,1
time investment fully lease tenant,1
room modify share component indicate,1
cargotec sale total eur billion employ approximately people,1
company release result february,1
transaction expect complete spring,1
tecnoman headquarter espoo finland develop message charge solution telecomms operator service provider worldwide,1
helsinki october ssh communications security corp board director information contact tomi laamanen chairman tel distribution nasdaq omx helsinki ltd,1
dinner conference program view live audio webcast internet page www citycon com,1
transaction agreement metsaliitto purchase metsa botnia share upm real,1
company evaluate report include aladdin secure kaspersky marshal mcafee microsoft panda proofpoint sophos symantec trend micro tumblewee websense,1
kemira headquarter helsinki finland international chemical group comprise business area kemira pulp paper kemira water kemira specialty kemira coating,1
report year result august,1
meeting glisten shareholder vote bid hold march,1
building house example respecta jyvaskyla premise company announce later samuel koivisto director technopoli operation jyvaskyla,1
cash flow operate activity investment eur million eur million,1
comptel corporation publish financial statement february,1
look vintage fabric cushion cover coffee pot ceramic serve dish cocktail glass stainless steel party dish,1
party agree disclose transaction value,1
market datum analytic derive primary secondary research,1
glaston glass processing unit tamglass glass processing manufacturer high quality safety glass product operate finland,1
company involve sale financial product include insurance mortgage car personal loan financial brokerage equipment finance leasing,1
annual general meeting approve yearly remuneration member board director shall remain eur chairman board eur deputy chairman board eur member board,1
union company official return yesterday,1
rfid radio frequency identification method intelligent transport information read save remotely,1
presentation material view company website english conference,1
address location provide local controller preferably wireless transmission use address location access appliance control module,1
eet alma medium annual report schedule publish calendar week,1
price category preferred operator network operator network,1
today business pre empt consumer want mohammed zainalabedin general manager zain bahrain,1
total investment project approximately eur,1
think,1
cablevision systems corp cvc madison square garden division operate new york knickerbockers basketball team madison square garden arena new york ranger hockey team new york liberty woman basketball team hartford wolf pack hockey team,1
ethanol barley production start,1
merger upm finnish swedish stora enso likely,1
sdm offer general rental equipment aluminium scaffold power generator hoist customer construction sector,1
order cover design service hardware software licence maintenance service year,1
share subscription period stock option april march,1
outotec scope delivery include design basic engineering supply proprietary equipment sinter plant grate area square meter,1
alfa megafon altimo turkcell stake cukurova hold,1
manufacture cpp undertake exist export orient unit eou wartsila factory khopoli near mumbai,1
august sampo stake nordea,1
aldata solution oyj bertrand sciard president ceo information aldata solution oyj bertrand sciard president ceo tel aldata retail wholesale aldata business dedicate retail wholesale business improvement,1
adpnew dec norwegian financial service group sparebank gruppen osl sbgrp board director appoint today jarle haug manage director claim collection subsidiary sparebank gruppen finan,1
erkki jarvinen president rautakirja head sanoma trade division leave current task spring similar position outside sanoma group,1
finnline ship construction china delivery schedule quarter final quarter,1
special event county month host library system branch librarie,1
combine net sale million ebitda million,1
yit corporation sept corporate release stock exchange release yit capital market day london sept wednesday september yit hold capital market day investor analyst london,1
company net sale acquire finland european country asia,1
company teleste video broadband solution business area,1
